,CAMIS,DBA,PHONE,BORO,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,target
23728,50064230,PUPUSERIA SALVADORENA,7184094013,BRONX,1824,WESTCHESTER AVE,10472,Spanish,0
23729,50064235,ESPRESSO MATTO,6462087786,MANHATTAN,201,W 21ST ST,10011,Caf̩/Coffee/Tea,1
23730,50064236,BUNSMITH/DAIGO HAND ROLL BAR  (DEKALB MARKET),9175471157,BROOKLYN,445,GOLD ST,11201,Japanese,0
23731,50064240,DAXI SICHUAN,9175631983,QUEENS,13620,ROOSEVELT AVE,11354,Chinese,1
23732,50064249,SPACE A12,7185011812,QUEENS,6945,51ST AVE,11377,Other,0
23733,50064262,MONT BLANC 52,2125829648,MANHATTAN,344,W 52ND ST,10019,Other,0
23734,50064266,YUMI BAKERY,9179393373,BROOKLYN,6305,20TH AVE,11204,Chinese,1
23735,50064267,UMA TEMAKERIA,2123437986,MANHATTAN,261,CANAL ST,10013,Japanese,1
23736,50064268,SHU JIAO FUZHOUESE CUISINE,9177706686,MANHATTAN,118,ELDRIDGE ST,10002,Chinese,1
23737,50064270,I RAMEN TERIYAKI,9299208800,QUEENS,7238,AUSTIN ST,11375,Chinese,1
23738,50064271,CROWN FRIED CHICKEN COFFEE SHOP,7184841930,BROOKLYN,848,NOSTRAND AVE,11225,Chicken,1
23739,50064277,FOOD KING CHINESE RESTAURANT,2123076701,MANHATTAN,694,10TH AVE,10019,Chinese,0
23740,50064278,137-01 CROSS BAY BLVD,7188486895,QUEENS,13701,CROSSBAY BLVD,11417,Pizza/Italian,0
23741,50064279,MISS ADA,9179091023,BROOKLYN,184,DEKALB AVE,11205,Mediterranean,1
23742,50064283,MAMAMOO LOCAL ORGANIC KITCHEN,2129474000,MANHATTAN,350,W 37TH ST,10018,Delicatessen,0
23743,50064285,E.A.K. RAMEN,6468632027,MANHATTAN,469,6TH AVE,10011,Japanese,1
23744,50064289,THE MILL,2128260302,MANHATTAN,140,E 52ND ST,10022,American,1
23745,50064291,SILK CAFE ONE,2123626800,MANHATTAN,160,COLUMBUS AVE,10023,American,1
23746,50064299,BIBA OF WILLIAMSBURG,9177313332,BROOKLYN,110,KENT AVE,11249,American,1
23747,50064300,HEAVENLY 2.0 INC,7184135983,QUEENS,20103,LINDEN BLVD,11412,Caribbean,0
23748,50064306,DYLAN'S CANDY BAR,7187514247,QUEENS,NKA,JFK INT AIRPORT TER 4,11430,Other,0
23749,50064308,LAVERTERA MEDITERRANEAN BISTRO,3476893800,BROOKLYN,88,LIVINGSTON ST,11201,Mediterranean,1
23750,50064309,TIM HORTONS (corner of 94th Ave),7187250002,QUEENS,9340,SUTPHIN BLVD,11435,American,1
23751,50064311,FUDING WOK,7188515415,BROOKLYN,5216,7TH AVE,11220,Chinese,1
23752,50064312,BETTY BAKERY,7182372271,BROOKLYN,448,ATLANTIC AVE,11217,Bakery,0
23753,50064318,COZMUEL TORTILLA,2124451009,MANHATTAN,877,10TH AVE,10019,Mexican,1
23754,50064321,JUICE SQUARE,3475310897,QUEENS,3095,37TH ST,11103,"Juice, Smoothies, Fruit Salads",0
23755,50064328,MY HOUSE BURGERS & SHAKES,7186680606,BROOKLYN,367,AVENUE X,11223,American,0
23756,50064329,ROSA'S PIZZA,7187261295,QUEENS,3101,21ST ST,11106,Pizza,1
23757,50064331,DYNAMITE SEAFOOD,7183210800,QUEENS,3720,PRINCE ST,11354,Cajun,1
23758,50064334,WILD GINGER,2128298000,MANHATTAN,226,E 51 STREET,10022,Asian,1
23759,50064343,DUMPLINGS,3476628496,BROOKLYN,6301,8TH AVE,11220,Chinese,1
23760,50064348,JUSTIN TEA INC.(196 CAFE),3477889317,MANHATTAN,69,MULBERRY ST,10013,Caf̩/Coffee/Tea,0
23761,50064351,AUSTINS,3478949058,QUEENS,19611,LINDEN BLVD,11412,Soul Food,0
23762,50064353,BALI KITCHEN,6466784784,MANHATTAN,128,E 4TH ST,10003,Indonesian,0
23763,50064354,LUV TEA,2128047600,MANHATTAN,37A,BEDFORD ST,10014,Caf̩/Coffee/Tea,1
23764,50064356,ROAST KITCHEN,6469129920,MANHATTAN,209,W 57TH ST,10019,American,1
23765,50064359,FEED YOUR SOUL CAFE (Located inside Lobby of Roza Management Building),2127329868,MANHATTAN,14,WALL ST,10005,Caf̩/Coffee/Tea,0
23766,50064366,RONG SHENG CHINESE KITCHEN,2124268588,MANHATTAN,2102,2ND AVE,10029,Chinese,1
23767,50064367,Nature's Soul Organic Cafe,7187771777,QUEENS,3304,BROADWAY,11106,Other,0
23768,50064373,QUEENS BREWERY,6462652049,QUEENS,1539,COVERT ST,11385,Other,0
23769,50064374,CERVO'S,2122262545,MANHATTAN,43,CANAL ST,10002,Portuguese,0
23770,50064379,THE LITTLE CUPCAKE PASTRY SHOP,9178475373,BRONX,2009,BRONXDALE AVE,10462,Bakery,1
23771,50064381,Tri Bro Pizzeria and Cafe,3475992075,BROOKLYN,6112,4TH AVE,11220,Pizza,1
23772,50064383,SUBWAY,7185482900,BRONX,193,W 237TH ST,10463,Sandwiches,0
23773,50064385,FRESCO'S CANTINA,3478087338,QUEENS,1214,31ST AVE,11106,Mexican,0
23774,50064386,GREGORYS COFFEE,6468959136,MANHATTAN,1407,BROADWAY,10018,Caf̩/Coffee/Tea,0
23775,50064388,PASTAI,6466883463,MANHATTAN,186,9TH AVE,10011,Italian,0
23776,50064392,Patiala Grill,2125648255,MANHATTAN,371,W 34TH ST,10001,Indian,0
23777,50064402,GREAT BURRITO,2122430022,MANHATTAN,100,W 23RD ST,10011,Mexican,1
23778,50064404,SAMURICE,9254369387,MANHATTAN,261,CANAL ST,10013,Japanese,1
23779,50064405,ILILI BOX,6468176444,MANHATTAN,261,CANAL ST,10013,Mediterranean,0
23780,50064406,NYC HOT DOGS/SNACKBOX,9176646873,MANHATTAN,NKA,BROADWAY,10036,Other,0
23781,50064408,MONG KOK SEAFOOD RESTAURANT,7183731093,BROOKLYN,2048,86TH ST,11214,Chinese,1
23782,50064416,Jian Bing Company (DEKALB MARKET),9148153651,BROOKLYN,445,ALBEE SQUARE WEST,11201,Chinese,1
23783,50064418,Planet Wings,7189971111,QUEENS,9505,63RD DR,11374,American,0
23784,50064419,BURGER JOINT IC,2123333353,BROOKLYN,220,36TH ST,11232,American,0
23785,50064420,BAGEL HUT,7189792864,STATEN ISLAND,2090,HYLAN BLVD,10306,Bagels/Pretzels,1
23786,50064424,LA PIAZZA CAFFE AND PIZZA,3477136125,BROOKLYN,2434,STILLWELL AVE,11223,Other,0
23787,50064425,LUKE'S LOBSTER,6465594644,MANHATTAN,124,UNIVERSITY PL,10003,American,1
23788,50064432,CAFE 37,2123911523,MANHATTAN,47,W 37TH ST,10018,Caf̩/Coffee/Tea,0
23789,50064436,MR. FULTON,7185223950,BROOKLYN,156A,LAWRENCE ST,11201,American,0
23790,50064439,ORSO COFFEE,7184849250,BROOKLYN,1745,SHEEPSHEAD BAY RD,11235,Caf̩/Coffee/Tea,0
23791,50064442,JUQUILA KITCHEN AND BAR,7184820033,QUEENS,3905,29TH ST,11101,Spanish,0
23792,50064443,HUDSON JANE,3479873881,BROOKLYN,360,MYRTLE AVE,11205,American,1
23793,50064444,818 FAST FOOD,3474353450,BROOKLYN,818,NOSTRAND AVE,11216,Chicken,0
23794,50064448,TBAAR,7182593300,QUEENS,13620,ROOSEVELT AVE,11354,"Juice, Smoothies, Fruit Salads",0
23795,50064450,LULU,5102959214,MANHATTAN,261-263,CANAL ST,10013,"Juice, Smoothies, Fruit Salads",0
23796,50064452,DAVEY'S ICE CREAM,9293349480,MANHATTAN,261-267,CANAL ST,10013,"Ice Cream, Gelato, Yogurt, Ices",0
23797,50064456,JOHN'S OF 12TH STREET,2124759531,MANHATTAN,302,E 12TH ST,10003,Italian,0
23798,50064457,BAB MARRAHECH,7184916000,BROOKLYN,7317,5TH AVE,11209,Moroccan,0
23799,50064461,GREAT 8 RESTAURANT,7184928916,BROOKLYN,5906,8TH AVE,11220,Vietnamese/Cambodian/Malaysia,1
23800,50064463,MARTY'S V BURGER,6464846325,MANHATTAN,134,E 27TH ST,10016,American,0
23801,50064464,LUMIERE DU SOLEIL BAKERY & CAFE,7183316969,BROOKLYN,6915,18TH AVE,11204,Bakery,0
23802,50064466,LOCO COCO,9177838300,MANHATTAN,835,LEXINGTON AVE,10065,"Juice, Smoothies, Fruit Salads",0
23803,50064467,CHINA KING 1,7182777113,BROOKLYN,2683,PITKIN AVE,11208,Chinese,1
23804,50064469,R DELICIOUS,9173995090,QUEENS,4005,BROADWAY,11103,Other,0
23805,50064472,OLD COUNTRY COFFEE,6468612171,MANHATTAN,455,W 34TH ST,10001,American,0
23806,50064473,TACOS MORELOS BAR & RESTAURANT,3478320193,QUEENS,9413,37TH AVE,11372,Mexican,0
23807,50064474,DADDYO'S ON BAY,7182854096,STATEN ISLAND,181,BAY ST,10301,Barbecue,1
23808,50064478,JOE & THE JUICE,917566_572,MANHATTAN,161,PRINCE ST,10012,Caf̩/Coffee/Tea,1
23809,50064480,JOE & THE JUICE (OCULUS WESTFIELD),9175665727,MANHATTAN,185,GREENWICH ST,10007,"Juice, Smoothies, Fruit Salads",0
23810,50064481,TUNG SUM BAKERY,9174557883,BROOKLYN,3924,9TH AVE,11232,Bakery,1
23811,50064485,Yours Truly,9172516948,MANHATTAN,1592,3RD AVE,10128,Caf̩/Coffee/Tea,0
23812,50064486,JOE & THE JUICE LEXINGTON,9175665727,MANHATTAN,993,LEXINGTON AVE,10021,Caf̩/Coffee/Tea,1
23813,50064491,MIFUNE NEW YORK,2129862800,MANHATTAN,245,E 44TH ST,10017,Japanese,1
23814,50064498,BRILLA TU VIDA,9176175407,QUEENS,7501,WOODSIDE AVE,11373,Other,0
23815,50064502,APPLE GOURMET,2127863336,MANHATTAN,225,BROADWAY,10007,American,1
23816,50064506,THE GRAND,7188061504,QUEENS,3701,30TH AVE,11103,Mediterranean,1
23817,50064513,Pressed Juicery,3104777171,BROOKLYN,166,N 7TH ST,11211,"Juice, Smoothies, Fruit Salads",0
23818,50064514,BABY BRASA,9173748085,MANHATTAN,173,7TH AVE S,10014,Other,0
23819,50064516,CROSS CULTURE CHICKEN,2128603900,MANHATTAN,62,E 116TH ST,10029,African,1
23820,50064520,IZZY'S BBQ SMOKEHOUSE,3474250524,BROOKLYN,397,TROY AVE,11213,Jewish/Kosher,1
23821,50064521,Gong Cha,9179091207,BROOKLYN,156,LAWRENCE ST,11201,Caf̩/Coffee/Tea,0
23822,50064523,PINK MOOSE,2122560788,MANHATTAN,1070,1ST AVE,10022,American,0
23823,50064524,REGO PIZZA,7184069111,QUEENS,9116,63RD DR,11374,Pizza,1
23824,50064526,A8 PAN ASIAN VEGAN,7186222088,BROOKLYN,268,PROSPECT PARK W,11215,Asian,0
23825,50064538,La Abundancia Restuarant & Bakery,7185939445,QUEENS,3701,JUNCTION BLVD,11368,Spanish,1
23826,50064539,LA ABUNDANCIA RESTAURANT & BAKERY,7182057890,QUEENS,8116,ROOSEVELT AVE,11372,Spanish,0
23827,50064540,La Abundancia Restaurant & Bakery,7185939445,BROOKLYN,4601,5TH AVE,11220,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
23828,50064541,RAMEN ISHIDA,6465903276,MANHATTAN,122,LUDLOW ST,10002,Japanese,1
23829,50064551,THE CROWN,6466308057,MANHATTAN,50,BOWERY,10013,American,0
23830,50064553,FIRE LEOPARD BBQ INC,7184399888,BROOKLYN,772,57TH ST,11220,Chinese,0
23831,50064555,SYCAMORE,3472405850,BROOKLYN,1118,CORTELYOU RD,11218,American,0
23832,50064557,VENIERO'S BAKERY,2126747070,MANHATTAN,340-342,E 11TH ST,10003,Bakery,1
23833,50064563,ANDREWS CLASSIC ROADSIDE HAMBURGERS,7184961397,MANHATTAN,230,PARK AVE,10169,Hamburgers,0
23834,50064566,VHH FOODS,3476454219,BROOKLYN,55,WATER ST,11201,American,1
23835,50064567,LUNCHTIME,7184813243,QUEENS,24849,JERICHO TPKE,11426,American,0
23836,50064570,SHENG DA CHINESE FOOD RESTAURANT,2129250805,MANHATTAN,27,ELDRIDGE ST,10002,Chinese,0
23837,50064572,SOCIETY CAFE,2123004525,MANHATTAN,52,W 13TH ST,10011,American,1
23838,50064574,RIM TIN MEDITTEREAN,7186746503,QUEENS,10402,METROPOLITAN AVE,11375,Mediterranean,0
23839,50064578,JUNIOR'S RESTAURANT,7188525257,MANHATTAN,750,7TH AVE,10019,American,0
23840,50064582,POKE WAVE,9599991025,QUEENS,3507,BROADWAY,11106,Hawaiian,0
23841,50064584,PAPA ANGELO'S PIZZA,3474010087,QUEENS,12415,ROCKAWAY BLVD,11420,Pizza,0
23842,50064586,LIMESTONE CAFE,3474944176,QUEENS,11928,METROPOLITAN AVE,11415,Sandwiches/Salads/Mixed Buffet,1
23843,50064589,COCO FRESH TEA & JUICE,3476894674,BROOKLYN,218,BEDFORD AVE,11249,"Juice, Smoothies, Fruit Salads",0
23844,50064590,SAPOARA,2122560199,MANHATTAN,2262,1ST AVE,10035,American,1
23845,50064591,CAMPERDOWN ELM,3474143806,BROOKLYN,441,7TH AVE,11215,American,1
23846,50064593,EL NUEVO AMANECER RESTAURANT SPORTS BAR,3472849014,BRONX,500,MORRIS PARK AVE,10460,Spanish,0
23847,50064594,BAZNGA CAFE,2123195365,MANHATTAN,426,AMSTERDAM AVE,10024,"Ice Cream, Gelato, Yogurt, Ices",1
23848,50064616,EIGHT TURN CREPE  (DEKALB MARKET),9293587988,BROOKLYN,445,ALBEE SQUARE WEST,11201,Sandwiches,0
23849,50064624,TWIN DONUT,7183288292,BRONX,1061,E TREMONT AVE,10460,American,0
23850,50064633,LIMELIGHT FITNESS,3473341273,MANHATTAN,656,AVENUE OF THE AMERICAS,10010,Caf̩/Coffee/Tea,1
23851,50064635,MIZU SUSHI & DUMONT BURGER,7187826666,BROOKLYN,314,BEDFORD AVE,11249,Other,1
23852,50064637,MCDONALD,7182158275,BRONX,925,HUNTS POINT AVE,10459,Sandwiches,1
23853,50064644,LA CUCHARA,9176626895,BRONX,182,W BURNSIDE AVE,10453,Other,0
23854,50064645,GYU KAKU,3479966840,QUEENS,4052,MAIN ST,11354,Other,0
23855,50064646,IMLI,2122560073,MANHATTAN,1136,1ST AVE,10065,Indian,0
23856,50064648,EFES CAFE BAKERY,7185131640,BROOKLYN,601,BRIGHTON BEACH AVE,11235,Caf̩/Coffee/Tea,1
23857,50064650,SZECHUAN STORY,7183588895,QUEENS,3610,UNION ST,11354,Chinese,1
23858,50064654,ANPANMAN BAKERY CAFE,2123438077,MANHATTAN,83,CANAL ST,10002,Chinese,1
23859,50064665,FARMSTAND BOOTH 8,6095400403,MANHATTAN,230,PARK AVE,10169,Salads,1
23860,50064666,FRYING PAN WHEELHOUSE,9176221653,BROOKLYN,68,34TH ST,11232,Seafood,1
23861,50064669,HAI STREET KITCHEN & CO,2143541592,MANHATTAN,NKA,BROADWAY,10036,Japanese,1
23862,50064670,MS CARIDAD RESTAURANT,3479579175,BRONX,845,SOUNDVIEW AVE,10473,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
23863,50064671,HIGHWAY RESTAURANT & BAR,3474609836,BROOKLYN,5419,CHURCH AVE,11203,Caribbean,1
23864,50064676,ISLAND VIBES,7182062066,QUEENS,10613,GUY R BREWER BLVD,11433,Caribbean,1
23865,50064681,BOBBY SPOT NUVO CAFE,3476491326,QUEENS,4701,VAN DAM ST,11101,Egyptian,1
23866,50064686,HUG ESAN,9293280392,QUEENS,7716,WOODSIDE AVE,11373,Thai,1
23867,50064693,JUICE BAR NYC,2126500163,MANHATTAN,1371,3RD AVE,10075,"Juice, Smoothies, Fruit Salads",0
23868,50064697,MITOUSHI 8 QUEENS,7188980999,QUEENS,7011,GRAND AVE,11378,Other,0
23869,50064699,LUV STORY BAR,3472007424,BROOKLYN,894,WYCKOFF AVE,11237,Hamburgers,1
23870,50064706,LITTLEFIELD,9177444605,BROOKLYN,635,SACKETT ST,11217,American,1
23871,50064708,'CESCA,2127586699,MANHATTAN,166,W 75TH ST,10023,Italian,1
23872,50064709,LE FRENCH TART,__________,BROOKLYN,579,5TH AVE,11215,Bakery,0
23873,50064714,AREPA LADY,9174432457,BROOKLYN,445,GOLD ST,11201,Spanish,0
23874,50064720,SANT AMBROEUS COFFEE BAR,6463055813,MANHATTAN,1136,3RD AVE,10065,Caf̩/Coffee/Tea,0
23875,50064731,TIP TOP BAR AND GRILL,7188579744,BROOKLYN,432,FRANKLIN AVE,11238,American,1
23876,50064740,THE COMMISSIONER TAVERN,3476893968,BROOKLYN,247,5TH AVE,11215,American,0
23877,50064746,FAMOUS ICES AND ICE CREAM ON THE BAY,7186882679,STATEN ISLAND,593A,BAY ST,10304,"Ice Cream, Gelato, Yogurt, Ices",0
23878,50064761,ANGELA'S SOCIAL ADULT DAY CARE,9173456720,MANHATTAN,9,ELIZABETH ST,10013,Other,0
23879,50064764,NAOKI,6468610086,MANHATTAN,311,W 17TH ST,10011,Japanese,0
23880,50064773,COOKUNITY,9292089116,MANHATTAN,737,2ND AVE,10016,Other,0
23881,50064781,QUALITY EATS,2122569922,MANHATTAN,1496,2ND AVE,10075,American,0
23882,50064783,BYGGYZ,2124750040,MANHATTAN,37-39,CLINTON ST,10002,American,0
23883,50064785,REGINA'S GROCERY,3476804361,MANHATTAN,27,ORCHARD ST,10002,American,0
23884,50064788,CUTE CAT CAFE,9172244451,QUEENS,6669,FRESH POND RD,11385,Caf̩/Coffee/Tea,1
23885,50064793,New Bay Restaurant,7182667788,BROOKLYN,2210,86TH ST,11214,Chinese,1
23886,50064805,HUMDINGER,7189092926,BROOKLYN,119,COURT ST,11201,"Ice Cream, Gelato, Yogurt, Ices",1
23887,50064806,PURE GREEN,9172875646,MANHATTAN,45,E 45TH ST,10017,Other,1
23888,50064814,PURE GREEN,2125290081,MANHATTAN,60,E 8TH ST,10003,"Juice, Smoothies, Fruit Salads",1
23889,50064820,La Vecina,7187558942,QUEENS,3066,STEINWAY ST,11103,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0
23890,50064825,FRESCO TORTILLAS,7182378898,BROOKLYN,113,COURT ST,11201,Mexican,1
23891,50064836,SUPERMOON BAKEHOUSE,4156974100,MANHATTAN,120,RIVINGTON ST,10002,Bakery,0
23892,50064839,POKERICE,2123004578,MANHATTAN,162,W 4TH ST,10014,Japanese,0
23893,50064840,PURPLE RICE KOREAN KITCHEN,6468613536,MANHATTAN,263,W 30TH ST,10001,Other,0
23894,50064841,CHAMPION PIZZA COLUMBUS,2123153335,MANHATTAN,1000S,8TH AVE,10019,Pizza,1
23895,50064842,UNCLE LOUIE G,516_315_27,BROOKLYN,157,PROSPECT PARK SW,11218,"Ice Cream, Gelato, Yogurt, Ices",0
23896,50064844,MAMA  MECHO,7184681500,BROOKLYN,200,KNICKERBOCKER AVE,11237,Spanish,1
23897,50064848,NORIBAR,3479138888,BROOKLYN,326,KINGSTON AVE,11213,Jewish/Kosher,1
23898,50064854,MAROLO RESTAURANT,7186187221,BRONX,606,E 187TH ST,10458,Spanish,1
23899,50064855,GREAT RESTAURANT,7188538083,BROOKLYN,4606,8TH AVE,11220,Chinese,1
23900,50064856,SUGAR HILL CREAMERY,212_634_90,MANHATTAN,184,LENOX AVE,10026,"Ice Cream, Gelato, Yogurt, Ices",0
23901,50064858,TETSU,2128239808,MANHATTAN,78,LEONARD ST,10013,Other,0
23902,50064881,SEAWALK RESTAURANT,9177096377,MANHATTAN,261,DYCKMAN ST,10034,Other,0
23903,50064890,TANG GONG ZHU #18,9172852944,QUEENS,13335,ROOSEVELT AVE,11354,Chinese,1
23904,50064892,Brooklyn Whiskers,9292521240,BROOKLYN,1008,MANHATTAN AVE,11222,Other,0
23905,50064894,LIL CHARLEY,2038878945,MANHATTAN,681,8TH AVE,10036,Other,0
23906,50064896,DANNY'S SMOKEHOUSE,7184838853,BROOKLYN,547,KINGS HWY,11223,Jewish/Kosher,1
23907,50064898,CHIRPING CHICKEN,2127876631,MANHATTAN,350,3RD AVE,10010,Other,0
23908,50064901,TONI SAZON,7188595009,BROOKLYN,1326,NEWKIRK AVE,11230,Spanish,1
23909,50064905,GOOSE BARNACLE,6463879615,BROOKLYN,91,ATLANTIC AVE,11201,Caf̩/Coffee/Tea,1
23910,50064910,GOLDEN PALACE,3478980796,BRONX,1455,UNIONPORT RD,10462,Other,0
23911,50064914,HUNAN KITCHEN FLUSHING,7188880553,QUEENS,4247,MAIN ST,11355,Chinese,0
23912,50064915,PAUL MICHAEL'S BRICK OVEN CAFE,7188464065,QUEENS,8519,126TH ST,11418,Pizza/Italian,0
23913,50064926,AJIHEI,7185522065,BROOKLYN,156,KNICKERBOCKER AVE,11237,Japanese,1
23914,50064927,LA CHULA,6465903975,MANHATTAN,137,E 116TH ST,10029,Mexican,0
23915,50064929,BEETS AND CARROTS,3477054511,BROOKLYN,9905,3RD AVE,11209,Salads,0
23916,50064934,SIMMER DOWN RESTAURANT,7183426128,BROOKLYN,133,ROCKAWAY AVE,11233,Caribbean,1
23917,50064937,KENNEDY FRIED CHICKEN,3479683188,BRONX,973,LEGGETT AVE,10455,Chicken,0
23918,50064939,NUEVA NUTRICION,9293306869,QUEENS,10022,37TH AVE,11368,Other,0
23919,50064940,SONRIE CON NOSOTROS,3475673692,QUEENS,3757B,94TH ST,11372,"Juice, Smoothies, Fruit Salads",0
23920,50064941,MR WISH,3477674344,QUEENS,8062,LEFFERTS BLVD,11361,Chinese,0
23921,50064943,SUSHIYA,7183178888,STATEN ISLAND,3972,HYLAN BLVD,10308,Japanese,1
23922,50064944,La Cabana Del Tio,7187207837,STATEN ISLAND,635,BAY ST,10304,Mexican,0
23923,50064946,RAVIOLO,2124330818,MANHATTAN,57,7TH AVE S,10014,Italian,1
23924,50064947,420 NO.1 CHINESE FOOD,7184140917,BROOKLYN,420,DITMAS AVE,11218,Chinese,1
23925,50064954,SIPS AND BITES CATERING,7187778080,QUEENS,4419,BROADWAY,11103,Other,0
23926,50064970,HUNAN WEST,7184441678,BROOKLYN,6165,STRICKLAND AVE,11234,Japanese,1
23927,50064971,MCDONALD'S,7187512833,QUEENS,000,JFK INTL AIRPORT ERMINAL 1,11430,American,0
23928,50064972,YAO CAFE,__________,MANHATTAN,41,VERMILYEA AVE,10034,Other,0
23929,50064976,M3 KARAOKE BAR,9173355100,BROOKLYN,313,39TH ST,11232,Chinese,0
23930,50064981,88 CANTEEN,7188861555,QUEENS,5846,MAIN ST,11355,Chinese,1
23931,50064982,GUCKENHEIMER@THEORY,6468586236,MANHATTAN,2,GANSEVOORT ST,10014,Caf̩/Coffee/Tea,0
23932,50064986,BIENANGY'S RINCONCITO DULCE,6468506637,MANHATTAN,1650,SAINT NICHOLAS AVE,10040,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
23933,50064993,AMER,2127221390,MANHATTAN,1798,LEXINGTON AVE,10029,Mediterranean,0
23934,50065008,1 HOTEL BROOKLYN BRIDGE,3476962500,BROOKLYN,60,FURMAN ST,11201,American,0
23935,50065009,IL FORNO PIZZA,3476802697,STATEN ISLAND,6382,AMBOY RD,10309,Pizza/Italian,0
23936,50065012,MERCY CAFE,7189751198,BRONX,1200,WATERS PL,10461,American,1
23937,50065022,FORNINO,3474468521,BROOKLYN,291,KENT AVE,11249,Pizza/Italian,0
23938,50065026,CORBET & CONLEY CATERERS,2129823939,MANHATTAN,145,E 17TH ST,10003,American,0
23939,50065028,HAAGEN-DAZS ICE CREAM,7187973700,BROOKLYN,120,MONTAGUE ST,11201,"Ice Cream, Gelato, Yogurt, Ices",1
23940,50065030,LAOMA MA LA TANG,7186612668,QUEENS,13620,ROOSEVELT AVE,11354,Chinese,1
23941,50065032,Fiesta Latina Bar & Grill,3477320197,QUEENS,15314,NORTHERN BLVD,11354,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
23942,50065033,ROCKY SULLIVAN'S,7182468050,BROOKLYN,46,BEARD ST,11231,Other,0
23943,50065037,DAVID'S BAKERY,9176017790,BROOKLYN,4918,AVENUE H,11234,Bakery,0
23944,50065042,KOTTI BERLINER DONER KEBAB,6466411779,BROOKLYN,445,ALBEE SQUARE WEST,11201,Middle Eastern,0
23945,50065043,MERAKI,6466782034,BROOKLYN,1673,E 13TH ST,11229,Jewish/Kosher,0
23946,50065044,ICE & VICE,6466783687,MANHATTAN,NKA,TIMES SQUAREKIOSK BTW 43-44 ST,10036,"Ice Cream, Gelato, Yogurt, Ices",0
23947,50065051,WEST PLACE,2129329390,MANHATTAN,1288,AMSTERDAM AVE,10027,Chinese,1
23948,50065072,GO GO CURRY,6466785259,MANHATTAN,235,E 53RD ST,10022,Japanese,1
23949,50065074,NEW WORLD SIBLINGS INC,6467076565,QUEENS,13620,ROOSEVELT AVE,11354,Chinese,1
23950,50065077,RUAMMIT THAI,3475599744,BROOKLYN,742,NOSTRAND AVE,11216,Other,0
23951,50065078,MADE IN PUERTO RICO,7186841309,BRONX,3363,E TREMONT AVE,10461,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0
23952,50065081,ATOMIC WINGS,3479555550,BROOKLYN,188,PARKSIDE AVE,11226,Middle Eastern,1
23953,50065089,SUSHI ISHIKAWA,2126517292,MANHATTAN,419,E 74TH ST,10021,Japanese,1
23954,50065094,HUB THAI,2122288221,MANHATTAN,103-105,AVENUE A,10009,Thai,0
23955,50065095,ALL CARIBBEAN CUISINE,7184838442,BROOKLYN,3916,CHURCH AVE,11203,Caribbean,1
23956,50065103,NOEL'S PIZZA #3,9175472548,QUEENS,17825,HILLSIDE AVE,11432,Pizza,1
23957,50065108,GOLDEN GATE EXPRESS,7188840077,BRONX,300,W 231ST ST,10463,Chinese,1
23958,50065112,Cuzin's Duzin,3477246200,BROOKLYN,445,ALBEE SQUARE WEST,11201,Donuts,0
23959,50065114,Salito's Pizza & Cafe,9294993159,QUEENS,9312,LIBERTY AVE,11417,Other,0
23960,50065115,Beniam Cuisine,2125107353,MANHATTAN,2795,FREDERICK DOUGLASS BLVD,10039,Ethiopian,0
23961,50065121,BELARUSSIAN XATA,7183324292,BROOKLYN,1655,SHEEPSHEAD BAY RD,11235,Russian,0
23962,50065122,PEKING HOUSE RESTAURANT INC.,9146217188,QUEENS,9617,LIBERTY AVE,11417,Other,0
23963,50065125,CAPTAIN FRIED CHICKEN,2125870281,MANHATTAN,39,MADISON ST,10038,Chicken,1
23964,50065126,FIRENZE RISTORANTE,2128619368,MANHATTAN,1555,2ND AVE,10028,Italian,1
23965,50065128,AMBASSADOR FOOD SERVICES CORPORATION,7183612512,MANHATTAN,521,W 49TH ST,10019,Other,0
23966,50065129,BROOKLYN HALAL GRILL,7182355920,BROOKLYN,1148,LIBERTY AVE,11208,Middle Eastern,0
23967,50065133,EGG SHOP,6467877502,BROOKLYN,138,N 8TH ST,11249,American,1
23968,50065135,FORTINA (DEKALB MARKET),9179479399,BROOKLYN,445,GOLD ST,11201,American,1
23969,50065137,YUMMY YUMMY,7188519688,BROOKLYN,782,47TH ST,11220,Chinese,1
23970,50065143,HO MAY RESTAURANT,7184434282,BROOKLYN,638,DECATUR ST,11233,Chinese,0
23971,50065144,DR SMOOD,3473108262,MANHATTAN,470,BROOME ST,10013,Caf̩/Coffee/Tea,0
23972,50065145,FAMILY COFFEE SHOP,3479479358,BRONX,219,W 230TH ST,10463,Delicatessen,1
23973,50065151,LUA,5129479037,BROOKLYN,1006,FLUSHING AVE,11237,American,1
23974,50065159,DELFINI,7189911337,BRONX,500,TIFFANY ST,10474,American,0
